codigoProduto;descricaoProduto;unidadeProduto;NCMProduto
47149;LINHACA SEMENTES GRINGS 200GR;UN;12040090  
59753;BISC.DE POLVILHO C/QUEIJO FRANBERT 80GR;UN;19059090  
46710;DES.AERO NIVEA PEARL BEAUTY 150ML;UN;33072010  
60548;ESTOJO ESCOLAR 1 ZIPER GRANDE UN;UN;42023200  
47075;BALAS SORTIDAS UN.;UN;17049020  
59814;DOCE BIRO BIRO PE DE MOCA TRAD.150GR;UN;20079990  
47259;TINTURA BIOCOLOR CASTANHO CLARO 5.0;UN;33059000  
60549;RALADOR KEHOME INOX 4 FACES 9 P.REF.5594;UN;82055100  
47162;SH.ELSEVE SUPREME CONTROL 4D 200ML;UN;33051000  
59823;GELATINA STA.AMALIA DE CEREJA 35GR;UN;21069029  
46713;AGULHA DE MAO VIRGILI REF.709004/4UN.;UN;73199000  
60560;BISC.CLUB SOCIAL CROSTINI TOM.SECO & SALSINHA 20GR;UN;19059020  
47079;DOCE BIRO BIRO PACOCA CASEIRA 500GR;UN;20079990  
59852;ESPETO DE BAMBU PARA CHURRASCO PARANA 50UN;UN;73239900  
47264;SORVETE JUNDIA MILHO 2LT.;UN;21050010  
60573;BISC.RECH.DANIX CHOCO CHOCO PERS.130GR;UN;19053100  
47174;PAPEL HIG.NEVE TOQ.DE SEDA 30MT/ LEV.24 PAG.21.;UN;48181000  
59859;PAPEL SULFITE CHAMEX A4- 500FLS.;UN;48025610  
46718;MAC.INST.MAGGI GALINHA CAIPIRA 85GR.;UN;19023000  
60575;BISC.WAFER ARCOR TORTUGUITA CHOCOLATE 85GR;UN;19053200  
47084;CHOCOLATE GUARDA CHUVA KIDOCURA 70GR;UN;18063210  
59907;EMP.DE FRANGO AUROGGETS CROCANTE 300GR;UN;16023220  
47274;FRALDA PAMPERS SUPERSEC XG-22UN.;UN;96190000  
60578;DOCE DE AMENDOIM DADINHO 5GR;UN;18069000  
47184;GOIABADA PREDILECTA CASCAO 350GR;UN;20079090  
59923;ESCUMADEIRA MODULINE REF.016-UN.;UN;39241000  
46724;ESTILETE LAMINA LARGA VIRGILI REF.406147;UN;82119310  
60580;DOCES TONI KELLY PACOCAO 75GR;UN;20079990  
47090;BISC.NESTLE BONO RECH.MORANGO 140GR;UN;19053100  
59928;REQUEIJAO VIGOR CREM.TRAD.500GR;UN;04061090  
47281;DOCE DE LEITE FAB.DE DOCES PRATA LT.450GR;UN;19019020  
60588;PALMITO K30 EXTRA MACIO TOLETE VD.320GR;UN;20089100  
47190;ABS.CAREFREE PRT.DIARIO NEUTR.TODO DIA 15UN.;UN;96190000  
59965;CHICLETS HORTELA CX.280GR-100UN.;UN;17041000  
46734;BISC.PANCO RECH.CHOCOLATE 140GR;UN;19053100  
60597;MIST.P/ BOLO DELICIAS DA D.BENTA BRIGADEIRO 400GR;UN;19012000  
47093;POTE JAGUAR FRUITS REF.4044-740ML;UN;39241000  
59999;JOGO DE COZINHA CIA DO LAR 6UN.;UN;63025300  
47284;DES.BOZZANO AERO INVISIBLE 150ML/90GR;UN;33072010  
60598;MIST.P/ BOLO DELICIAS DA D.BENTA CHOC.C/ MOR.400GR;UN;19012000  
47192;MIST.P/ BOLO DONA BENTA FUBA 450GR;UN;19012000  
60119;BEBIDA JEROPIGA 2001 VD.970ML;UN;22042100  
46743;BEB.JURUPINGA VINHO DINALLE 975ML;UN;22042100  
60699;ESPUMA BARBEAR BOZZANO PELE SENS.150ML/145GR;UN;33071000  
47107;TRITURADOR DE ALHO UN.;UN;76151000  
60178;VARAL ARAME BRICS 7 FIOS 10MT.UN.;UN;73262000  
47305;FIO P/ TV VIRGILI C.COAXIAL 10MT/REF.106123;UN;85443000  
60703;PO DE CAFE EVOLUTTO TRADICIONAL A VACUO 500GR;UN;09012100  
47193;CAFE PACAEMBU FORTE  ALTO VACUO 500GR;UN;09012100  
60207;CHICLE RECH.MELAO/MEL.MOR.CER. POOSH! CX.200GR-40U;UN;17041000  
46750;OLEO MURIEL AMENDOAS DOCE 100ML;UN;33072010  
60724;KETCHUP FUGINI ORGANICOS 400GR;UN;21032010  
47116;FRALDA BABYSEC JUMBO XXG./16UN.;UN;96190000  
60212;DESCASCADOR DE LEGUMES JLK.UN.;UN;39241000  
47312;CHICLE RECH.TUTTI FRUTTI POOSH! CX.200GR;UN;17041000  
60742;RACAO WHISKAS FILHOTES CARNE E LEITE 500GR;UN;23099010  
47195;FRALDA BABYSEC JUMBO M/32UN.;UN;96190000  
60231;AZEITE DE OLIVA BORGES VD.500ML;UN;15093000  
46762;MAC.RENATA C/OVOS NINHO 2 500GR;UN;19021100  
60751;GATORADE FOOTBALL ENERGY LARANJA 500ML;UN;22029000  
47129;CHA VERDE INT.MATCHA GRINGS AB.C/HORT.6GR;UN;09021000  
60250;CAD.MAXIMA X MOTO 194 X 275MM- 96FLS;UN;48202000  
47314;BALA BUTTER TOFFES GREGO 130GR;UN;17049020  
60771;SORVETE JUNDIA FASCINO TRUFATINE 1,5LT;UN;21050010  
47210;SABAO VANISH WHITE BARRA 75GR;UN;34025000  
60266;HIDR.CLOY MILK CREAM 250ML;UN;33072090  
46791;PAPEL SULFITE SENINHA AMARELO 100 FLS.;UN;48025610  
60791;IOGURTE BATAVO GREGO P.ZERO MORANGO 100GR;UN;04032000  
47130;SORVETE JUNDIA FLOCOS 2LT.;UN;21050010  
60271;BEB.APER.BALALAIIKA FRUITS LIMAO 1LT.;UN;22089000  
47331;PILHA DURACELL AA 2UN.;UN;85061011  
60800;CHINELO HAVAIANAS COLOR MIX PR./CINZA 39/40;UN;64022000  
47235;MIST.PARA BOLO DR.OETKER MILHO CR.400GR;UN;19012000  
60305;CARREGADOR 1 COISAS DE MARIA UN.;UN;85044010  
46796;PIR. MIGUELITO MOR.CORACAO 200GR;UN;17049020  
60812;CONDICIONADOR NEUTROX CLASSICO 300ML;UN;33059000  
47161;BOLINHO BAUDUCCO DUPLO CHOC. 40GR;UN;19052090  
60326;DESINFETANTE BRILHANTE PINHO 1LT;UN;38089419  
47334;CAIXA TERM. ISOTERM 21L;UN;39231090  
60819;BALA BUTTER TOFFES CHOKKO CR.DE AVELA 100GR;UN;18069000  
47242;CURRY JIMBELE 20GR;UN;21039021  
60342;SALEIRO TRITEC REF.366;UN;39241000  
46807;ESPONJA METALICA SCOTCH BRITE 1UN;UN;73231000  
60821;GEL DENTAL CLOSE-UP  LIQUIFRESH RED HOT 100GR.;UN;33061000  
47165;SARDINHAS COQUEIRO COM M.DE TOMATE 165GR;UN;16041310  
60343;PA PARA LIXO ARQPLAST REF.25307;UN;39249000  
47342;DES.NIVEA ROLL-ON STRESS 50ML;UN;33072010  
60831;PILAO COM SOCADOR PLAST SHOW COD.09;UN;39249000  
47244;ENVELOPE KRAFT A4 REF.408175/5UN.;UN;48171000  
60349;AMACIANTE AMACITEL LUXO DIVERSAO AM.2LT.;UN;38099190  
46810;SUCO APTI PO P/ PREPARO SAB.LIMAO 25GR;UN;21069010  
60838;PANELA ALUMINIO MS 16 REF.008;UN;82119210  
47167;BISC.WAFER LOOK ATREVIDOS 55GR;UN;19053200  
60378;LAMPADA OUROLUX SUPERLED BIVOLT 4,7W 6500K;UN;85395200  
47347;CHA GRINGS MANEQUIM 38 30GR.;UN;21069010  
60844;CAIXA ORG.RET.INPLAST 3,7LT REF.6886;UN;39249000  
47249;TINTA GUACHE MARIPEL 6UN.;UN;32131000  
60383;ABSORVENTE SYM COM ABAS SUAVE LEV.32 PG.28;UN;96190000  
46811;PAO WICKBOLD GRAO SAB.FREEKEH E NOZ-PECA 400GR;UN;19059010  
60934;APAR.BARBEAR BIC COMFORT 2  LEV.10-PG.7;UN;82121020  
47194;SALEIRO ERCA PLAST REF.1162-600GR;UN;39241000  
60396;PRENDEDOR DE ROUPAS GABOARDI 12UN.;UN;39249000  
47358;MIST.PARA BOLO DR.OETKER CHURROS 450GR;UN;19012000  
60937;BISC.MARILAN TEENS SNACK CHOCOLATE 80GR;UN;19053100  
47256;BEB. LACTEA NESTLE ALPINO 280ML;UN;22029900  
60413;TORRADA BAUDUCCO INTEGRAL 142GR;UN;19054000  
46819;SH.CLEAR MEN LIMP.PROFUNDA 200ML;UN;33051000  
60949;FRALDA ISABABY PREMIUM MEGA XXG/36UN;UN;96190000  
47204;REFRIGERANTE FANTA GUARANA PET.600ML;UN;22021000  
60416;CHOCOLATE ARCOR BRANCO 80GR;UN;17049010  
47363;BOLO BEBEZINHO PANCO MORANGO 210GR;UN;19052090  
60954;BISC.WAFER TODDY MORANGO 132GR;UN;19053200  
47260;TINTURA BIOCOLOR PRETO 1.0;UN;33059000  
60420;COND.MONANGE HIDRATACAO INTENSIVA 350ML;UN;33059000  
46831;BOMBOM SONHO DE VALSA 1KG.;UN;19053200  
60962;CHINELO IPANEMA SOUL PRINT PRETO;UN;64022000  
47209;POTE JAGUAR FRUITS REF.4045-740ML;UN;39241000  
60432;PALITO DE COURO BOV.PRABICHO PETISCAO 500GR;UN;41152000  
47376;CADERNETA TAMOIO PR.100X140M.COD.2061/64 FLS.;UN;48202000  
60973;SORVETE JUNDIA GREGO TRIPLO MOR/MAR.TRAD 1,5LT;UN;21050010  
47277;COPO AMERICANO PEQUENO 45ML;UN;70133700  
60439;REVISTAS REPLAY MAGAZINE 5,99 UN;UN;49019900  
46834;DOCE BIRO-BIRO FRUTAS 260GR;UN;20079910  
60975;LAVA ROUPAS BRILHANTE LIMP.TOTAL SACHE 800GR;UN;38089419  
47216;FRASCO DE KETCHUP BUPLAST UN.;UN;39241000  
60448;ODORIZADOR DE AMB.COALA SPRAY CITRONELA 120ML;UN;33074900  
47382;EXTRATO DE TOMATE QUERO VD.260GR;UN;21032010  
60981;BEB.VINHO TINTO SUAVE SANROVILLE VD.750ML;UN;22042100  
47285;AMAC.DE ROUPAS DOWNY BRISA CONC.500ML;UN;38099190  
60449;LIMP.VEJA LIMP.PESADA GOLD 2X FLORAL CAMP.500ML;UN;34025000  
46841;PIRULITOS MIGUELITO CHOC. CORACAO 200GR;UN;17049020  
60982;PRENDEDOR DE ROUPA MAD.LIMPA MAIS 12UND.;UN;44219900  
47217;SARDINHA LAGE ESVICERADA IGLU 800GR;UN;03035300  
60455;NESCAFE DOLCE GUSTO MOCHACCINO CANELA CX.275GR;UN;21011200  
47385;OLEO COMPOSTO AZ. DE OLIVA OLINDA 500ML;UN;15179010  
60983;REMOVEDOR LIMPA MAIS LAVANDA 1LT;UN;27101249  
47286;DUREX VIRGILI 50M/REF.408124;UN;59061000  
60458;BOMBONS ARCOR SORTIDOS CX.146GR;UN;18069000  
46851;SABONETE  DOVE FLOR DE PEONIA 90GR;UN;34011190  
61002;FILTRO P/COIFA PLAST LEO  1UN REF.989;UN;56021000  
47241;ODORIZANTE GEL GLADE CITRUS 70GR;UN;33074900  
60482;BALA MAST.CHITA ABACAXI 150GR;UN;17049020  
47388;XICARA CHA WHEATON CRYSTAL UN.;UN;70134900  
61011;XICARA CUP/TAZA NADIR 90ML;UN;70134900  
47294;CERV.SOL ORIGINAL LONG NECK 330ML;UN;22030000  
60484;PULVERIZADOR GUARANY NEVOA VERDE 300ML;UN;39259090  
46855;REVISTAS  6,99;UN;49019900  
61058;BALA BUTTER TOFFES TORTA DE LIMAO 100GR;UN;17049020  
47261;LOCAO HIDR.SKALA ROSAS E AMENDOAS 500ML;UN;33072090  
60493;PO PARA GELATINA DR.OETKER ACAI C/ BANANA CX.20GR;UN;21069029  
47394;CAPUCCINO CAFE PELE TRAD.SACHE 100GR;UN;21011200  
61104;NAFTALINA PURA MASTER 25GR;UN;29029020  
47306;VODKA LEONOFF VD.900ML;UN;22086000  
60499;ATUM COQUEIRO SOLIDO LATA 170GR;UN;16041410  
46864;BLOCO DE ESPUMA EMAVE 22X13X5,5CM UN.;UN;68053090  
61113;DETERG.SANIT.HARPIC PEDRA PINHO UN.;UN;34025000  
47269;SH.CLEAR MEN QUEDA CONTROL 200ML;UN;33051000  
60504;GARRAFA TERM.INVICTA AZUL P.EUREKA 1LT;UN;96170010  
47397;LOCAO HIDR.SKALA ERVA DOCE 500ML;UN;33072090  
61130;APAR.BARBEAR BIC SENSITIVE SHAVER 15UN.;UN;82121020  
47308;VELA ANIVERSARIO REGINA GLITTER NR1;UN;34060000  
60508;REPELENTE SPRAY REPELEX 20% DESC.100ML;UN;38089199  
46869;ATUM 88 RALADO EM OLEO LATA 130GR;UN;16042010  
61164;PILHA PANASONIC ALCALINA PREMIUM AA 2UN;UN;85061010  
47279;GELEIA DE MANGA FAB.DE DOCES PRATA LATA 450GR;UN;20079990  
60533;SABONETE DOVE NUTR.S.RITUAL E.MATCHA E F.C.CX.90GR;UN;34011190  
47400;SUCO MAGUARY PREPARO CONC.SAB.UVA 500ML;UN;20096100  
61186;SABONETE NIVEA AGUA DE COCO 85GR;UN;34011190  
47316;COCO RALADO INDIANO 100GR.;UN;08011100  
60541;BISC. KID LAT RECH.CHOCOLATE 150GR;UN;19053100  
46894;CORTADOR DE LEGUMES KEITA REF.CD01/UN;UN;39241000  
61189;SAB.NIVEA MEN SENSITIVE CX.90GR;UN;34011190  
47288;TINTURA BIOCOLOR CASTANHO ESCURO 3.0;UN;33059000  
60552;AGUA TONICA ZERO PRATA VD.200ML;UN;22021000  
47402;MEIAS TORP SPORT REF.9007-UN.;UN;61159200  
61192;LAVA ROUPAS EM PO ASSIM TRIPLACAO CX.900GR;UN;34025000  
47335;ENERGY DRINK NOS LT.269ML;UN;22029900  
60553;CESTO JAGUAR FECH.C/TAMPA ECO NATURE 60LT;UN;39249000  
46907;ALGODAO ISABABY BOLA BRANCO 50GR;UN;30059090  
61194;PIMENTA KININO MALAGUETA VD.100GR;UN;20019000  
47293;TRIGO PARA KIBE JIMBELE 500GR;UN;19043000  
60555;SALADEIRA ERCAPLAST REF.144-3LT;UN;39241000  
47403;BISCOITO RENATA MAIZENA 360GR;UN;19053100  
61198;SORV.JUNDIA MINI BOMBOM SKIMO CX.105GR;UN;21050010  
47343;BEB.AGUARDENTE VILLA VELHA VD.600ML;UN;22084000  
60563;COND.SKALA BOMBA DE VITAMINAS KERATINA 325ML;UN;33059000  
46928;SH.ELSEVE LOREAL HIDRA-DETOX 200ML;UN;33051000  
61204;POTE PLASUTIL VALV.MICKEY QUAD.REF.6314-170ML;UN;39241000  
47328;GATORADE FRUTAS CITRICAS 500ML;UN;22029900  
60579;DOCES CASEIRO ROLHAO PACOCA UN.;UN;20079990  
47408;COMINHO EM PO JIMBELE 10GR;UN;09093200  
61207;CESTO PLASNEW FECHADO PRETO REF.1520-53LT;UN;39249000  
47353;ABRIDOR DE GARRAFAS 3 FUNCOES POLO IMPORTS UN.;UN;82055100  
60586;ABS.INTIMUS NOTURNO SECA C/ABAS LEVE 36 PG.30UN.;UN;96190000  
46947;CAMOMILA KODILAR 20GR;UN;09109900  
61212;LENCOS UMED.ISABABY POTE 70UN.;UN;34011900  
47330;COADOR DE CHA MAE MINI 7CM.;UN;39241000  
60589;PANETTONE BAUDUCCO FRUTAS MINI 80GR;UN;19052010  
47425;BUCHA REDUCAO RR VIRGILI;UN;39174010  
61220;SALG.DE BACON DOCHICOH 90GR;UN;19049000  
47399;COMINHO EM PO KININO 40GR.;UN;09093200  
60590;SH.PALMOLIVE DETOX ENERGIZANTE 350ML;UN;33051000  
46953;COADOR CHA MAE PEQUENO 9CM.;UN;39241000  
61222;SORVETE KIBON CREMOSISSIMO 4 EM 1 TROPICAL 2LT.;UN;21050010  
47333;ESC.DENTAL JOHNSONS JUNIOR MACIA SUAVE 30.;UN;96032100  
60593;BATATA LAYS FRITA CHEESE 50GR;UN;20052000  
47429;CHA MATE KININO CX 40GR;UN;09030010  
61225;CIGARRO DERBY/KENT SILVER KRE TL BRA 20UN.;UN;24022000  
47426;ABACAXI EM CALDA ROD.JOAO & MARIA LT.400GR;UN;20082010  
60711;CHINELO HAVAIANAS CASUAL MARINHO/VERM.43/44.;UN;64022000  
46968;TIRA MANCHAS OMO LIQ.REFIL R.BR.SACHE 450ML;UN;34025000  
61227;MASSA TIPO TORTILHA WICKBOLD TA PRONTO 10UN.;UN;19021900  
47348;BUCHA FIX.VIRGILI NR8 REF.210010/10UN.;UN;39269090  
60736;SORVETE KIBON FRUTTARE BARRINHA IOG.E MORANGO 44GR;UN;21050010  
47447;SABONETE CLOY AVEIA & KARITE CX.2UN.DE 80GR.;UN;34011190  
61232;ATUM 88 SOLIDO AO NATURAL LATA 98/140GR;UN;16042010  
47428;SAB.PAMOLIVE COCO E ALGODAO 90GR;UN;34011190  
60755;IOGURTE BATAVO PENSE ZERO MORANGO 100GR;UN;04032000  
46971;SAB.FARNESE FLOR DE CEREJEIRA 90GR;UN;34011190  
61241;REFR.CRUZEIRO LARANJINHA PET 2LT;UN;22021000  
47419;SORV. JUND MAX BROWNIE 65GR;UN;21050010  
60766;LOCAO HIDR.MONANGE FLOR DE LAVANDA 200ML;UN;33072090  
47451;DOCE BIRO-BIRO PE DE MOLEQUE CASEIRO 500GR;UN;20079990  
61246;FRIGIDEIRA SOLAR ALUM.ANTI.COLOR N.16-600ML;UN;76151000  
47440;SUSPIRO REBECA MORANGO 100GR;UN;19059090  
60786;PAO NEWBREAD INTEGRAL ZERO 400GR;UN;19059010  
46975;CADEADO VIRGILI PADLOCK N.25-REF.209144;UN;83011000  
61252;QUEROSENE TUPI PERF.LAVANDA 500ML;UN;27101919  
47433;MAC.GALO INTEGRAL PARAFUSO 500GR;UN;19021900  
60804;SEMENTE DE CHIA GRINGS 100GR;UN;12079990  
47472;PEDRA SAN.GLADE LAVANDA 25% DESC.UN.;UN;34025000  
61253;QUEROSENE TUPI TRADICIONAL 500ML;UN;27101919  
47457;LOCAO HIDR.SKALA M. KARITE 500ML;UN;33072090  
60816;SABAO DE COCO RAZZO 200GR;UN;34011900  
46988;HAMBURGUER CARNE BOV. SADIA 672GR;UN;16025000  
61260;BEBIDA LACTEA BATAVO MORANGO 180GR;UN;22029900  
47442;AZEITONAS VERDES DIZA VD.100GR;UN;20057000  
60830;SOBREMESA DANUBIO AERADA MORANGO 100GR;UN;04049000  
47486;COND.JOHNSONS BABY TRAD. 200ML;UN;33059000  
61263;SACO PARA LIXO FORTAO ROLO 30UN-30LT.;UN;39232910  
47476;CADERNO TILIBRA MAIS MASC.20 X 275MM 96FLS;UN;48202000  
60836;GARRAFA SQUEEZE PLASDURAN REF.470770-750ML;UN;39233000  
47050;BATATA FRITA BIRO-BIRO 200GR;UN;20052000  
61266;COLA SUPER BONDER 3GR LEVE 2 PAGUE 1;UN;35061010  
47450;DOCE BIRO-BIRO GIBI CASEIRO 500GR;UN;20081900  
60849;PASSE COMFORT REFIL 500 ML;UN;38099190  
47488;CRAVO KODILAR 8GR;UN;09071000  
61270;SALMAO CUBO KARAMS 400GR;UN;03041900  
47479;ALVEJANTE QBOA PLUS 3 EM1 1LT.;UN;28289011  
60909;FITA ISOLANTE 3M 1UN/18MM X 5M.;UN;39199000  
47058;CHOCOLATE  NESTLE CHARGE 40GR.;UN;18069000  
61271;MAC.NISSIN MIOJO CAMARAO COM ALHO 85GR;UN;19023000  
47455;TEMPERO P/FRANGO KODILAR 40GR;UN;21039021  
60928;CERVEJA SKOL PURO MALTE VD.300ML(RETORNAVEL);UN;22030000  
47492;MOLHO DE SOJA SAKURA PREMIUM 150ML;UN;21031010  
61275;LAVA ROUPAS LIQ.OMO ORIGINAL 450ML;UN;34025000  
47502;ALHO,CEBOLA E SALSA JIMBELE 20GR;UN;09109100  
60930;GEL DENTAL CLOSE-UP ALOE FRESH 3X MAIS 90GR;UN;33061000  
47070;PREGO VIRGILI 08X08 REF.208163;UN;73170020  
61280;CHOC.TALENTO GAROTO RECH.LIMAO 90GR;UN;18063210  
47463;CARVAO ECOLOGICO MONOCARVOEIRO 2,5KG.;UN;44022000  
60933;COLA TEK BOND MULTIUSO 793-EMB.20GR;UN;35061010  
47493;SABONETE LIQUIDO FARNESE ERVA DOCE 365ML;UN;34013000  
61284;PAO DE FORMA BAUDUCCO INTEGRAL 400GR;UN;19059010  
47505;DES.AERO REXONA SEM PERFUME 150ML-90GR.;UN;33072010  
60958;OLEO SINGER 100ML;UN;27101931  
47082;DES.ALMA DE FLORES SPRAY BAUNILHA 90ML;UN;33072010  
61286;BATATA PRINGLES ORIGINAL 15% GRTS LATA 132GR;UN;19059090  
47480;RACAO PEDIGREE CARNE ADULTO AO MOLHO LATA 290GR;UN;23099010  
60965;CAR.CELULAR MCIRO V8 ULTRA RAPIDO 2,8A UN;UN;85044010  
47516;DES.SENADOR CLASSIC SPRAY 90ML;UN;33072010  
61293;DESODORIZANTE SANITARIO LIMPA MAIS 25GR;UN;33074100  
47525;REFRIGERANTE SCHIN MACA 2LT.;UN;22021000  
60967;SAL DE PARRILLA KININO LEMON PEPPER 400GR;UN;21039021  
47088;ABS.ALWAYS SUAVE C/ ABAS SUPER PR.AM.LEV.8UN.;UN;96190000  
61295;CANETAS BIC CELEBRATION DOURADA UN.;UN;96081000  
47483;SILICONE EM GEL INDY START 240GR;UN;39100012  
60971;BEBIDA LACTEA PARMALAT 200ML;UN;04039000  
47517;VELA CANDLE JUNCO NR 6 UN.;UN;34060000  
61299;COND. MONANGE ANTIFRIZZ 350ML;UN;33059000  
47531;COTOVELO VIRGILI LR 1/2-REF.307110;UN;73072200  
60974;SORVETE JUNDIA SAB.DA FAZENDA LIMAO 1.5 LT;UN;21050010  
47095;ALCOOL GEL ACENDEDEDOR ZULU 500GR;UN;38089429  
61313;SAND.HOT POCKET X-BACON SADIA 145GR;UN;19022000  
47491;BISCOITO RENATA COCO 360GR;UN;19053100  
60988;ABRIDOR GIG.LATAS E GARRAFAS INOX CATUAI;UN;82119210  
47532;SH.ELSEVE REPARACAO ESP.QUIMICA 200ML;UN;33051000  
61316;BATERIA PANASONIC ALCALINA 9V.;UN;85061031  
47543;SHAMPOO CLEAR HIDR.INTENSA 200ML;UN;33051000  
60990;BACIA INOX 21CM FUNDA CATUAI REF.9273;UN;73239300  
47101;CERA POLIFLOR BRILHO VER. 750ML;UN;34059000  
61324;CADERNO DESENHO FORONI REF.34.6069-9/40FL.;UN;48202000  
47497;GUARDANAPO DOURADAO PEQ.22,5CM X 20CM-50UN.;UN;48183000  
60992;CANECA INOX 8CM 250ML CATUAI REF.24789;UN;73239300  
47546;SABONETEIRA SANTANA UN;UN;39249000  
61331;TORRADA ADRIA TRADICIONAL 142GR;UN;19054000  
47551;COND.SEDA CRESCIMENTO SAUDAVEL 325ML.;UN;33059000  
61000;FACA DE LEG.N3 INOX CATUAI REF.4604;UN;82119210  
47102;CARGA GILLETTE SENSOR EXCEL 2UN.;UN;82122010  
61341;BALA ICEKISS AZEDINHA MAST.UVA 35GR;UN;17049020  
47498;LUSTRA  MOVEIS POLIFLOR JASMIM 500ML;UN;34052000  
61024;RIO CHA CAPIM SANTO LATA 335ML;UN;22021000  
47554;COND.SEDA HIDRATACAO ANTI NOS 325ML;UN;33059000  
61345;CR.PARA PENTEAR ELSEVE LONGO DOS SONHOS 250ML;UN;33059000  
47552;CALDO KNORR CARNE LEVE 12 PAGUE 10-114GR.;UN;21041011  
61031;MILHO VERDE QUERO LATA 170GR;UN;20058000  
47108;SH. JOHNSONS BABY TRAD. 200ML;UN;33051000  
61360;PAO DE FORMA BAUDUCCO GRAOS CLASSICOS 400GR;UN;19059010  
47504;SARDINHA GOMES DA COSTA EM OLEO 250G/165GR.;UN;16041310  
61046;AGUA SANITARIA YPE 5LT.;UN;28289011  
47577;POTE HERM.RET.SANTANA R.870/865ML;UN;39241000  
61361;LIMP.AJAX FRESH CITRONELA 500ML;UN;34025000  
47573;FRALDAS CAPRICHO REI LEAO JUMB.G./18UN.;UN;96190000  
61047;SORVETE JUNDIA SAB.DA FAZENDA COCO 1.5 LT;UN;21050010  
47114;CRAVO DA INDIA JIMBELE 20GR;UN;09071000  
61367;QUALIDY DOG CARNE AO MOLHO AD.PEQ.P.SACHE 85GR;UN;23099010  
47510;CANETA HIDR.COMPACTOR GIG.NEO-PEN 2.0-6UN.;UN;96082000  
61049;SORVETE JUNDIA FASCINO CARAMELT 1,5LT;UN;21050010  
47580;COLA DE SILICONE TEK BOND 50GR;UN;35061090  
61369;APAR.BARB.GILLETTE MACH 3 SENSITIVE UN.;UN;82121020  
47576;TINTURA BIOCOLOR LOURO ESC.CLASSICO 6.0;UN;33059000  
61050;SORVETE JUNDIA FASCINO TRUFADINHO BIANCO 1,5LT;UN;21050010  
47143;ROSQUINHA LIANE COCO 400GR;UN;19053100  
61392;FAROFA DE TORRESMO BIRO BIRO SAB.BACON 300GR;UN;19019090  
47527;BEBIDA ADES DE SOJA MORANGO CX.1LT.;UN;22029000  
61051;ICE TEA LEAO PESSEGO 1,5LT;UN;22021000  
47583;DES.DOVE AERO INVISIBLE DRY 87GR-150ML.;UN;33072010  
61399;LIMP.DE AMBIENTES CONC.COALA PINHO 120ML;UN;33029019  
47593;CAMOMILA EM FLOR KININO 5GR.;UN;12119090  
61052;REFRIGERANTE FANTA UVA PET.2LT.(RETORNAVEL);UN;22021000  
47156;CANJIQUINHA XEREM KININO 500GR;UN;11042300  
61400;LIMP.DE AMBIENTES CONC.COALA FLORAL 120ML;UN;34029029  
47528;SAB.FARNESE AVEIA 180GR;UN;34011190  
61053;CHOC.GAROTO MEIO AMAR/AMENDOIM BARRA 90GR;UN;17049010  
47594;PASTILHAS MEGA KIDOCURA 87GR;UN;17049020  
61401;ALCOOL LIQ.COPERALCOOL BACFREE MIMO 46 1LT;UN;22072019  
47604;BOLO NEWBREAD FORMIGUEIRO 200GR;UN;19059090  
61056;MAC.BIFUM INST.YAKISSOBA 67G;UN;19023000  
47166;SORVETE JUNDIA BOMBOM 2LT.;UN;21050010  
61410;LIMP.DE AMBIENTES CONC.COALA CITRONELA 120ML;UN;33029019  
47530;MAIONESE ARISCO TRAD. 500GR;UN;21039011  
61059;SAPOLIO RADIUM CREMOSO LIMAO 250ML;UN;34054000  
47598;UNIAO PLAST.VIRGILI 3/4X1/2-RF.310124;UN;39174090  
61413;FIBRA LIMPEZA BETTANIN USO GERAL UN.;UN;53013000  
47618;SUCO APTI PO P/ PREPARO SAB.PESSEGO 25GR;UN;21069010  
61065;BEBIDA GIN INTENCION 900ML;UN;22085000  
47176;TEMP.KODILAR FR.ASSADO ALHO 30GR;UN;21039021  
61435;OLEO DE PEROBA KING JASMIM 100ML;UN;33012990  
47533;SUCO EM PO CAMP ACAI C/ GUAR.25GR;UN;21069010  
61102;ASSADEIRA NADIR RET.3ML/REF.6512;UN;70134900  
47614;COOLER CLASSIC KEEP COOLER UVA VD.275ML;UN;22060090  
61451;REFRIGERANTE SPRITE ORIGINAL PET 200ML;UN;22021000  
47619;MOLHO DE ALHO KININO 150ML;UN;21039091  
61161;PANO BAINHA ESTAMPADO ROMA 68 X 44CM;UN;63025300  
47183;SOPAO MAGGI CARNE PANELA 200GR;UN;21041011  
61459;ESPONJA SCOTH-BRITE LIMPEZA PESADA LEVE 4 PAGUE 3;UN;68053090  
47556;OLEO DE MILHO SALADA 900ML;UN;15152910  
61165;BALA TOFFANO GENGIBRE E MEL 60GR;UN;17049020  
47621;PASTA POLIBRAS SOFT OF.FUME 235 X 335MM.;UN;42021210  
61475;PILHAS RAYOVAC ALCALINA A23 12V;UN;85061032  
47640;BEB. AGUARD. VILLA VELHA CARVALHO 965ML;UN;22089000  
61168;BALA TOFFANO HORTELA 70GR;UN;17049020  
47202;LOCAO HIDR.SKALA AVEIA 500ML;UN;33072090  
61478;INST.RAID MULTI INSETOS BASE AGUA 420ML/365G;UN;38089119  
47563;FAR.DE MANDIOCA KODILAR 500GR;UN;11062000  
